URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,SizeOption,Ratings,Reviews
https://www.myntra.com/shirts/highlander/highlander-men-khaki-solid-slim-fit-solid-casual-shirt/2041659/buy,2041659,HIGHLANDER,Topwear,shirts,Men,highlander men khaki solid slim fit solid casual shirt,571,1099,48% OFF,"39, 40, 42, 44",4.1,958
https://www.myntra.com/shirts/jainish/jainish-men-grey-classic-slim-fit-solid-formal-shirt/5126313/buy,5126313,JAINISH,Topwear,shirts,Men,jainish men grey classic slim fit solid formal shirt,597,1299,54% OFF,"36, 38, 40, 42, 44",3.9,958
https://www.myntra.com/shirts/roadster/roadster-men-teal-blue-regular-fit-solid-sustainable-casual-shirt/11895996/buy,11895996,Roadster,Topwear,shirts,Men,roadster men teal blue regular fit solid sustainable casual shirt,549,999,45% OFF,"38, 40, 42, 44",4.2,958
https://www.myntra.com/kurtas/herenow/herenow-women-lime-green--blue-printed-straight-kurta/12851400/buy,12851400,HERE&NOW,Plus Size,kurtas,Women,herenow women lime green  blue printed straight kurta,629,1399,55% OFF,"XS, S, M, L, XL, XXL, 3XL",4.2,958
https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-white-slim-fit-casual-shirt/14094532/buy,14094532,Dennis Lingo,Topwear,shirts,Men,dennis lingo men white slim fit casual shirt,684,1849,63% OFF,"38, 40, 42, 44, 46",4.2,957
https://www.myntra.com/shirts/mast--harbour/mast--harbour-men-blue-slim-fit--casual-linen-cotton-sustainable-shirt/2444567/buy,2444567,Mast & Harbour,Topwear,shirts,Men,mast  harbour men blue slim fit  casual linen cotton sustainable shirt,1099,2199,50% OFF,"38, 40, 42, 44",3.9,957
https://www.myntra.com/tshirts/roadster/roadster-men-sea-green-solid-polo-collar-t-shirt/12123128/buy,12123128,Roadster,Topwear,tshirts,Men,roadster men sea green solid polo collar t shirt,494,899,45% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,957
https://www.myntra.com/night-suits/etc/etc-women-navy-blue--pink-floral-print-night-suit/12441728/buy,12441728,ETC,Lingerie & Sleep Wear,night-suits,Women,etc women navy blue  pink floral print night suit,854,1899,55% OFF,"S, M, L, XL",4.3,957
https://www.myntra.com/lounge-pants/clovia/clovia-women-grey-melange-solid-lounge-pants/9299469/buy,9299469,Clovia,Lingerie & Sleep Wear,lounge-pants,Women,clovia women grey melange solid lounge pants,413,899,54% OFF,"S, M, L, XL, XXL",4,957
https://www.myntra.com/tshirts/herenow/herenow-women-pack-of-2-solid-round-neck-pure-cotton-t-shirts/9435685/buy,9435685,HERE&NOW,Plus Size,tshirts,Women,herenow women pack of 2 solid round neck pure cotton t shirts,419,1199,65% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,957
https://www.myntra.com/kurtas/herenow/herenow-women-teal-blue--white-printed-a-line-kurta/7119163/buy,7119163,HERE&NOW,Plus Size,kurtas,Women,herenow women teal blue  white printed a line kurta,799,1999,"60% OFF, Hurry*","XS, S, M, L, XL, XXL, 3XL",4.1,957
https://www.myntra.com/tops/la-zoire/la-zoire-rose-shirt-style-top/7269182/buy,7269182,La Zoire,Western,tops,Women,la zoire rose shirt style top,,1499,62% OFF,"S, M, L, XL",4.3,957
https://www.myntra.com/tshirts/roadster/roadster-women-mustard-yellow-solid-round-neck-pure-cotton-t-shirt-with-sleeve-stripes/11976820/buy,11976820,Roadster,Western,tshirts,Women,roadster women mustard yellow solid round neck pure cotton t shirt with sleeve stripes,,599,40% OFF,"XS, S, M, L, XL",4.3,957
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-printed-cotton-t-shirt/17385112/buy,17385112,Roadster,Western,tshirts,Women,roadster women pack of 2 printed cotton t shirt,,1398,50% OFF,"XS, S, M, L, XL",4.4,956
https://www.myntra.com/dresses/sassafras/sassafras-off-white--green-floral-printed-a-line-dress/8643125/buy,8643125,SASSAFRAS,Western,dresses,Women,sassafras off white  green floral printed a line dress,,1699,51% OFF,"XS, S, M, L, XL, XXL",4.4,956
https://www.myntra.com/trousers/wrogn/wrogn-men-olive-green-joggers/2339796/buy,2339796,WROGN,Bottom Wear,trousers,Men,wrogn men olive green joggers,1799,2999,40% OFF,"28, 30, 32, 34, 36, 38",4.2,955
https://www.myntra.com/jeans/roadster-fast-and-furious/roadster-fast-and-furious-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/4451362/buy,4451362,Roadster Fast and Furious,Bottom Wear,jeans,Men,roadster fast and furious men blue slim fit mid rise clean look stretchable jeans,679,1699,60% OFF,"28, 30, 32, 34, 36",3.8,955
https://www.myntra.com/jeans/herenow/herenow-women-blue-skinny-fit-high-rise-clean-look-stretchable-cropped-jeans/12545646/buy,12545646,HERE&NOW,Plus Size,jeans,Women,herenow women blue skinny fit high rise clean look stretchable cropped jeans,629,1799,65% OFF,"26, 28, 30, 32, 34, 36, 38, 40",4,955
https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-white-super-skinny-fit-mid-rise-clean-look-stretchable-jeans/8195049/buy,8195049,Tokyo Talkies,Western,jeans,Women,tokyo talkies women white super skinny fit mid rise clean look stretchable jeans,,1899,52% OFF,"26, 28, 30, 32, 34",4.1,955
https://www.myntra.com/tops/sangria/sangria-rust-red-ethnic-motifs-flared-a-line-pure-cotton-top/8349547/buy,8349547,Sangria,Indian Wear,tops,Women,sangria rust red ethnic motifs flared a line pure cotton top,1199,1999,40% OFF,"XS, S, M, L, XL, XXL, 3XL",4.2,954
https://www.myntra.com/kurta-sets/anouk/anouk-women-mustard-yellow--pink-printed-kurta-with-trousers/12134814/buy,12134814,Anouk,Indian Wear,kurta-sets,Women,anouk women mustard yellow  pink printed kurta with trousers,1124,2499,55% OFF,"XS, S, M, L, XL, XXL",4,954
https://www.myntra.com/tshirts/herenow/herenow-women-black--red-striped-high-neck-t-shirt/11759370/buy,11759370,HERE&NOW,Plus Size,tshirts,Women,herenow women black  red striped high neck t shirt,254,849,70% OFF,"XS, S, M, L, XL, XXL, 3XL",4.4,954
https://www.myntra.com/tshirts/highlander/highlander-men-charcoal-grey-slim-fit-solid-henley-neck-t-shirt/1923230/buy,1923230,HIGHLANDER,Topwear,tshirts,Men,highlander men charcoal grey slim fit solid henley neck t shirt,398,699,43% OFF,"S, M, L, XL",4.1,953
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-peach-coloured-solid-round-neck-t-shirt/3082389/buy,3082389,Mast & Harbour,Topwear,tshirts,Men,mast  harbour men peach coloured solid round neck t shirt,359,799,55% OFF,"S, M, L, XL",4.1,953
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-solid-pure-cotton-t-shirts/17381526/buy,17381526,Roadster,Western,tshirts,Women,roadster women pack of 2 solid pure cotton t shirts,,1198,50% OFF,"XS, S, M, L, XL",4.3,953
https://www.myntra.com/jeans/purple-feather/purple-feather-women-blue-skinny-fit-high-rise-clean-look-jeans/6722273/buy,6722273,Purple Feather,Western,jeans,Women,purple feather women blue skinny fit high rise clean look jeans,,1999,65% OFF,"26, 28, 30, 32, 34, 36",4.1,953
https://www.myntra.com/jeans/roadster/roadster-men-white-skinny-fit-mid-rise-clean-look-stretchable-jeans/2315624/buy,2315624,Roadster,Bottom Wear,jeans,Men,roadster men white skinny fit mid rise clean look stretchable jeans,1349,2699,50% OFF,"28, 30, 32, 34, 36",3.9,952
https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue--mustard-brown-striped-detail-v-neck-pure-cotton-t-shirt/9329675/buy,9329675,Roadster,Topwear,tshirts,Men,roadster men navy blue  mustard brown striped detail v neck pure cotton t shirt,649,1299,50% OFF,"XS, S, M, L, XL",4.1,952
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-blue-striped-round-neck-pure-cotton-t-shirt/8301975/buy,8301975,Mast & Harbour,Topwear,tshirts,Men,mast  harbour men blue striped round neck pure cotton t shirt,359,899,60% OFF,"S, M, L, XL",4.1,952
https://www.myntra.com/kurta-sets/sangria/sangria-women-green--blue-embroidered-kurta-with-trousers/8349037/buy,8349037,Sangria,Indian Wear,kurta-sets,Women,sangria women green  blue embroidered kurta with trousers,1189,3399,65% OFF,"XS, S, M, L, XL, XXL, 3XL",3.9,952
https://www.myntra.com/kurta-sets/varanga/varanga-calm-blue-and-grey-yoke-design-kurta-set/13769676/buy,13769676,Varanga,Indian Wear,kurta-sets,Women,varanga calm blue and grey yoke design kurta set,1379,4599,70% OFF,"S, M, L, XL, XXL",3.9,952
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-t-shirt-with-raglan-sleeves/9038197/buy,9038197,HRX by Hrithik Roshan,Sports Wear,tshirts,Women,hrx by hrithik roshan women grey t shirt with raglan sleeves,449,999,55% OFF,"XS, S, M, L, XL",4.4,952
https://www.myntra.com/shorts/dressberry/dressberry-women-stunning-blue-washed-fringed-shorts/11264146/buy,11264146,DressBerry,Western,shorts,Women,dressberry women stunning blue washed fringed shorts,,1299,55% OFF,"26, 28, 30, 32, 34, 36",4.4,952
https://www.myntra.com/tops/scorpius/scorpius-women-pack-of-2-crop-tops/9340227/buy,9340227,SCORPIUS,Western,tops,Women,scorpius women pack of 2 crop tops,,1998,50% OFF,"S, M, L, XL",4.1,952
https://www.myntra.com/tshirts/ether/ether-women-white-solid-high-neck-pure-cotton-t-shirt/8610407/buy,8610407,ether,Western,tshirts,Women,ether women white solid high neck pure cotton t shirt,,799,Rs. 300 OFF,"XS, S, M, L, XL",4.3,952
https://www.myntra.com/tops/herenow/herenow-women-white--green-printed-a-line-top/2163307/buy,2163307,HERE&NOW,Indian Wear,tops,Women,herenow women white  green printed a line top,769,1399,45% OFF,"XS, S, M, L, XL, XXL",4.1,951
https://www.myntra.com/dresses/vishudh/vishudh-women-off-white--green-floral-print-a-line-dress/10016755/buy,10016755,Vishudh,Indian Wear,dresses,Women,vishudh women off white  green floral print a line dress,799,1949,59% OFF,"S, M, L, XL, XXL",4.3,951
https://www.myntra.com/briefs/clovia/clovia-women-black-self-design-lace-boyshorts-pn2656p13/6825084/buy,6825084,Clovia,Lingerie & Sleep Wear,briefs,Women,clovia women black self design lace boyshorts pn2656p13,179,499,64% OFF,"S, M, L, XL",4.3,951
https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-black-skinny-fit-mid-rise-slash-knee-stretchable-jeans/9440745/buy,9440745,Tokyo Talkies,Western,jeans,Women,tokyo talkies women black skinny fit mid rise slash knee stretchable jeans,,1899,58% OFF,"26, 28, 30, 32, 34",3.9,951
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-black-printed-detail-round-neck-t-shirt/10939124/buy,10939124,Roadster,Topwear,tshirts,Men,the roadster lifestyle co men black printed detail round neck t shirt,399,799,50% OFF,"XS, S, M, L, XL",4.2,950
https://www.myntra.com/kurtas/herenow/herenow-women-magenta-solid-straight-kurta/4450322/buy,4450322,HERE&NOW,Plus Size,kurtas,Women,herenow women magenta solid straight kurta,419,1399,70% OFF,"S, M, L, XL, XXL, 3XL",4.3,950
https://www.myntra.com/kurtas/herenow/herenow-women-green-solid-straight-kurta/12050580/buy,12050580,HERE&NOW,Plus Size,kurtas,Women,herenow women green solid straight kurta,599,1499,"60% OFF, Hurry*","XS, S, M, L, XL, XXL, 3XL",4.2,950
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-t-shirts/17382176/buy,17382176,Roadster,Western,tshirts,Women,roadster women pack of 2 pure cotton t shirts,,1598,50% OFF,"XS, S, M, L, XL",4,950
https://www.myntra.com/dresses/campus-sutra/campus-sutra-mint-green--white-printed-shirt-dress-with-side-slits/12181732/buy,12181732,Campus Sutra,Western,dresses,Women,campus sutra mint green  white printed shirt dress with side slits,,1699,55% OFF,"S, M, L, XL",3.9,950
https://www.myntra.com/jeans/dolce-crudo/dolce-crudo-women-navy-blue-skinny-fit-high-rise-clean-look-stretchable-cropped-jeans/10696608/buy,10696608,DOLCE CRUDO,Western,jeans,Women,dolce crudo women navy blue skinny fit high rise clean look stretchable cropped jeans,,2399,60% OFF,"26, 28, 30, 32, 34",4.3,950
https://www.myntra.com/tshirts/roadster/-roadster-women-pack-of-2-cotton-t-shirts/17381612/buy,17381612,Roadster,Western,tshirts,Women, roadster women pack of 2 cotton t shirts,,1798,,"S, XS, XL, L, M",4,950
https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-low-rise-clean-look-stretchable-jeans/8962443/buy,8962443,Roadster,Bottom Wear,jeans,Men,roadster men blue skinny fit low rise clean look stretchable jeans,,1799,,"26, 28, 30, 32, 34, 36",3.6,949
https://www.myntra.com/shirts/highlander/highlander-men-sea-green-slim-fit-printed-casual-shirt/11964926/buy,11964926,HIGHLANDER,Topwear,shirts,Men,highlander men sea green slim fit printed casual shirt,479,1199,60% OFF,"39, 40, 42, 44",4.1,949
https://www.myntra.com/dresses/cottinfab/cottinfab-black-sequinned-maxi-dress/9149689/buy,9149689,Cottinfab,Indian Wear,dresses,Women,cottinfab black sequinned maxi dress,1479,3699,60% OFF,"S, M, L, XL, XXL",4.4,949
https://www.myntra.com/tops/athena/athena-burgundy-pleated-bardot-top/10733250/buy,10733250,Athena,Western,tops,Women,athena burgundy pleated bardot top,,1295,57% OFF,"XS, S, M, L, XL, XXL",4.3,949
https://www.myntra.com/jeans/mast--harbour/mast--harbour-men-navy-blue-slim-tapered-fit-mid-rise-clean-look-stretchable-jeans/12983800/buy,12983800,Mast & Harbour,Bottom Wear,jeans,Men,mast  harbour men navy blue slim tapered fit mid rise clean look stretchable jeans,719,1799,60% OFF,"28, 30, 32, 34, 36",3.4,948
https://www.myntra.com/shirts/mast--harbour/mast--harbour-men-maroon-slim-fit-casual-shirt/10343471/buy,10343471,Mast & Harbour,Topwear,shirts,Men,mast  harbour men maroon slim fit casual shirt,919,2299,60% OFF,"38, 40, 42, 44",4.2,948
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-mustard-yellow-printed-round-neck-pure-cotton-t-shirt/10940564/buy,10940564,Roadster,Topwear,tshirts,Men,the roadster lifestyle co men mustard yellow printed round neck pure cotton t shirt,384,699,45% OFF,"S, M, L, XL",4.3,948
https://www.myntra.com/tops/sangria/sangria-blue-ethnic-motifs-a-line-pure-cotton-top/8349519/buy,8349519,Sangria,Indian Wear,tops,Women,sangria blue ethnic motifs a line pure cotton top,649,1299,50% OFF,"XS, S, M, L, XL, XXL, 3XL",4.4,948
https://www.myntra.com/kurtas/sangria/sangria-women-white--blue-printed-straight-kurta/11174384/buy,11174384,Sangria,Indian Wear,kurtas,Women,sangria women white  blue printed straight kurta,454,1299,65% OFF,"XS, S, M, L, XL, XXL, 3XL",4.2,948
https://www.myntra.com/dresses/herenow/herenow-navy-blue-floral-printed-tiered-maxi-dress/8002531/buy,8002531,HERE&NOW,Plus Size,dresses,Women,herenow navy blue floral printed tiered maxi dress,1079,2399,55% OFF,"XS, S, M, L, XL, XXL",4.1,948
https://www.myntra.com/jeans/roadster/roadster-women-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/11541582/buy,11541582,Roadster,Western,jeans,Women,roadster women blue skinny fit mid rise clean look stretchable jeans,,1699,50% OFF,"26, 28, 30, 32, 34, 36",4.2,948
https://www.myntra.com/tops/tokyo-talkies/tokyo-talkies-women-taupe-printed-top/8195047/buy,8195047,Tokyo Talkies,Western,tops,Women,tokyo talkies women taupe printed top,,949,62% OFF,"S, M, L, XL",4.1,948
https://www.myntra.com/tshirts/chkokko/chkokko-men-black-solid-high-neck-t-shirt/10481292/buy,10481292,Chkokko,Topwear,tshirts,Men,chkokko men black solid high neck t shirt,857,2765,69% OFF,"S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.3,947
https://www.myntra.com/sarees/saree-mall/saree-mall-women-pink-solid-saree/9753225/buy,9753225,Saree mall,Indian Wear,sarees,Women,saree mall women pink solid saree,620,2299,73% OFF,Onesize,3.9,947
https://www.myntra.com/tops/herenow/herenow-white-lightweight-a-line-pure-cotton-top-with-gathers/2077137/buy,2077137,HERE&NOW,Plus Size,tops,Women,herenow white lightweight a line pure cotton top with gathers,419,1399,70% OFF,"S, M, L, XL, XXL",4,947
https://www.myntra.com/shirts/all-about-you/all-about-you-women-mustard-stretchable-casual-shirt/13205026/buy,13205026,all about you,Western,shirts,Women,all about you women mustard stretchable casual shirt,,1499,35% OFF,"XS, S, M, L, XL",4.3,947
https://www.myntra.com/tshirts/roadster/roadster-women-green--teal-blue-pack-of-2-printed-round-neck-t-shirts/17383352/buy,17383352,Roadster,Western,tshirts,Women,roadster women green  teal blue pack of 2 printed round neck t shirts,,1598,50% OFF,"L, M, S, XS, XL",4.3,947
https://www.myntra.com/jumpsuit/tokyo-talkies/tokyo-talkies-women-black--white-checked-basic-jumpsuit-with-belt/10051297/buy,10051297,Tokyo Talkies,Western,jumpsuit,Women,tokyo talkies women black  white checked basic jumpsuit with belt,,1749,58% OFF,"S, M, L, XL",4.3,947
https://www.myntra.com/jackets/roadster/roadster-women-blue-solid-denim-jacket/12178112/buy,12178112,Roadster,Western,jackets,Women,roadster women blue solid denim jacket,,2299,55% OFF,"XS, S, M, L, XL",4.4,947
https://www.myntra.com/trunk/levis/levis-men-navy-solid-pure-cotton--trunks-001-boxer-brief/12032616/buy,12032616,Levis,Inner Wear &  Sleep Wear,trunk,Men,levis men navy solid pure cotton  trunks 001 boxer brief,,289,,"S, M, L, XL",4.3,946
https://www.myntra.com/briefs/dollar-missy/dollar-missy-women-pack-of-6-briefs-101p-multi-po6/2190876/buy,2190876,Dollar Missy,Lingerie & Sleep Wear,briefs,Women,dollar missy women pack of 6 briefs 101p multi po6,720,960,25% OFF,"XS, S, M, L, XL, XXL",4.2,946
https://www.myntra.com/jeans/roadster/roadster-women-blue-skinny-fit-mid-rise-clean-look-stretchable-cropped-jeans/11541504/buy,11541504,Roadster,Western,jeans,Women,roadster women blue skinny fit mid rise clean look stretchable cropped jeans,,1499,45% OFF,"26, 28, 30, 32, 34, 36",4.2,946
https://www.myntra.com/jackets/street-9/street-9-women-blue-solid-satin-bomber-jacket/7772555/buy,7772555,STREET 9,Western,jackets,Women,street 9 women blue solid satin bomber jacket,,1899,50% OFF,"XS, S, M, L, XL",4,946
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-navy-blue--silver-printed-round-neck-t-shirt/11711888/buy,11711888,Mast & Harbour,Western,tshirts,Women,mast  harbour women navy blue  silver printed round neck t shirt,,799,60% OFF,"XS, S, M, L, XL",4.3,946
https://www.myntra.com/tops/tokyo-talkies/tokyo-talkies-navy-blue--white-vertical-striped-top/12009564/buy,12009564,Tokyo Talkies,Western,tops,Women,tokyo talkies navy blue  white vertical striped top,,799,47% OFF,"S, M, L, XL",4.4,946
https://www.myntra.com/shirts/roadster/roadster-men-maroon--navy-blue-regular-fit-checked-sustainable-casual-shirt/11326694/buy,11326694,Roadster,Topwear,shirts,Men,roadster men maroon  navy blue regular fit checked sustainable casual shirt,779,1299,40% OFF,"38, 40, 42, 44",4.3,945
https://www.myntra.com/bra/floret/floret-pink-pack-of-2-full-coverage-minimizer-bras-t3033/1908862/buy,1908862,Floret,Lingerie & Sleep Wear,bra,Women,floret pink pack of 2 full coverage minimizer bras t3033,853,898,5% OFF,"30B, 32B, 34B, 36B, 38B, 40B",4.1,945
https://www.myntra.com/tshirts/ether/ether-women-pack-of-2-pure-cotton-t-shirts/11431386/buy,11431386,ether,Western,tshirts,Women,ether women pack of 2 pure cotton t shirts,,1099,65% OFF,"XS, S, M, L, XL",4.2,945
https://www.myntra.com/jackets/roadster/roadster-men-navy-blue--black-solid-reversible-bomber-jacket/10679170/buy,10679170,Roadster,Topwear,jackets,Men,roadster men navy blue  black solid reversible bomber jacket,1759,4399,60% OFF,"S, M, L, XL, XXL, 3XL",4.1,944
https://www.myntra.com/tshirts/roadster/roadster-men-pink-melange-solid-round-neck-t-shirt/1996724/buy,1996724,Roadster,Topwear,tshirts,Men,roadster men pink melange solid round neck t shirt,,699,,"S, M, L, XL",4.2,944
https://www.myntra.com/dresses/mayra/mayra-women-pink-candy-striped-maxi-dress/11011466/buy,11011466,Mayra,Western,dresses,Women,mayra women pink candy striped maxi dress,,1495,58% OFF,"S, M, L, XL",4.3,944
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-pink-solid-round-neck-pure-cotton-t-shirt/9740129/buy,9740129,Roadster,Western,tshirts,Women,the roadster lifestyle co women pink solid round neck pure cotton t shirt,,599,50% OFF,"XS, S, M, L, XL",4.1,944
https://www.myntra.com/tshirts/roadster/roadster-men-blue-printed-round-neck-t-shirt/2308268/buy,2308268,Roadster,Topwear,tshirts,Men,roadster men blue printed round neck t shirt,299,599,50% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4,943
https://www.myntra.com/briefs/c9-airwear/c9-airwear-women-pack-of-3-solid-bikini-briefs-p1174/13038032/buy,13038032,C9 AIRWEAR,Lingerie & Sleep Wear,briefs,Women,c9 airwear women pack of 3 solid bikini briefs p1174,,729,,"S, M, L, XL, XXL",4.3,943
https://www.myntra.com/jumpsuit/sera/sera-blue--peach-coloured-printed-playsuit/3452046/buy,3452046,Sera,Western,jumpsuit,Women,sera blue  peach coloured printed playsuit,,1494,50% OFF,"S, M, L, XL",4.2,943
https://www.myntra.com/jackets/domyos-by-decathlon/domyos-by-decathlon-men-khaki-straight-cut-fitness-jacket/14180702/buy,14180702,Domyos By Decathlon,Topwear,jackets,Men,domyos by decathlon men khaki straight cut fitness jacket,1104,1299,15% OFF,"S, M, L, XL, XXL",4,942
https://www.myntra.com/tshirts/roadster/roadster-men-white-solid-slub-effect-raw-edge-v-neck-pure-cotton-t-shirt/2306179/buy,2306179,Roadster,Topwear,tshirts,Men,roadster men white solid slub effect raw edge v neck pure cotton t shirt,389,599,35% OFF,"XS, S, M, L, XL",4,942
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-active-by-hrithik-roshan-women-charcoal-grey-solid-three-fourth-length-training-tights/5842092/buy,5842092,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx active by hrithik roshan women charcoal grey solid three fourth length training tights,599,1199,50% OFF,"XS, S, M, L, XL, XXL",4.1,942
https://www.myntra.com/tshirts/roadster/roadster-women-rust-brown-solid-round-neck-pure-cotton-t-shirt/10778646/buy,10778646,Roadster,Western,tshirts,Women,roadster women rust brown solid round neck pure cotton t shirt,,599,55% OFF,"XS, S, M, L, XL",4.3,942
https://www.myntra.com/briefs/us-polo-assn/us-polo-assn-men-pack-of-2-black-solid-briefs-y9i006-002-p2/11354536/buy,11354536,U.S. Polo Assn.,Inner Wear &  Sleep Wear,briefs,Men,us polo assn men pack of 2 black solid briefs y9i006 002 p2,492,518,5% OFF,"S, M, L",4.3,941
https://www.myntra.com/kurtas/kipek/kipek-women-teal-blue--golden-printed-anarkali-kurta-with-dupatta/12015554/buy,12015554,kipek,Indian Wear,kurtas,Women,kipek women teal blue  golden printed anarkali kurta with dupatta,1639,3999,59% OFF,"S, M, L, XL, XXL",4.5,941
https://www.myntra.com/dresses/uf/uf-black--pink-floral-print-maxi-dress/12762116/buy,12762116,U&F,Western,dresses,Women,uf black  pink floral print maxi dress,,1699,59% OFF,"S, M, L, XL, XXL",4,941
https://www.myntra.com/jeans/dolce-crudo/dolce-crudo-women-black-skinny-fit-high-rise-clean-look-stretchable-cropped-jeans/10728896/buy,10728896,DOLCE CRUDO,Western,jeans,Women,dolce crudo women black skinny fit high rise clean look stretchable cropped jeans,,2399,50% OFF,"26, 28, 30, 32, 34",4.2,941
https://www.myntra.com/jackets/roadster/the-roadster-lifestyle-co-men-olive-green-solid-hooded-tailored-jacket-with-detachable-hood/10617882/buy,10617882,Roadster,Topwear,jackets,Men,the roadster lifestyle co men olive green solid hooded tailored jacket with detachable hood,,1349,,"S, M, L, XL, XXL, 3XL",4,940
https://www.myntra.com/dresses/dressberry/dressberry-women-pretty-pink-floral-bell-sleeves-dress/2521064/buy,2521064,DressBerry,Western,dresses,Women,dressberry women pretty pink floral bell sleeves dress,,1999,60% OFF,"XS, S, M, L, XL",4.2,940
https://www.myntra.com/tshirts/kook-n-keech/kook-n-keech-women-black-printed-round-neck-t-shirt/2414666/buy,2414666,Kook N Keech,Western,tshirts,Women,kook n keech women black printed round neck t shirt,,799,45% OFF,"XS, S, M, L, XL",4.1,940
https://www.myntra.com/tops/tokyo-talkies/tokyo-talkies-women-black-printed-blouson-top/13453596/buy,13453596,Tokyo Talkies,Western,tops,Women,tokyo talkies women black printed blouson top,,849,59% OFF,"S, M, L, XL",4.3,940
https://www.myntra.com/track-pants/highlander/highlander-men-black-solid-slim-fit-track-pants/14014788/buy,14014788,HIGHLANDER,Bottom Wear,track-pants,Men,highlander men black solid slim fit track pants,512,899,43% OFF,"S, M, L, XL",4,939
https://www.myntra.com/jeans/highlander/highlander-men-black-tapered-fit-jeans/15228444/buy,15228444,HIGHLANDER,Bottom Wear,jeans,Men,highlander men black tapered fit jeans,657,1399,53% OFF,"30, 32, 34, 36, 38",3.8,939
https://www.myntra.com/shrug/mayra/mayra-women-black-solid-button-shrug/11012510/buy,11012510,Mayra,Western,shrug,Women,mayra women black solid button shrug,,1195,58% OFF,"S, M, L, XL",4.2,939
https://www.myntra.com/jeans/ether/ether-women-black-skinny-fit-low-rise-clean-look-jeans/1802098/buy,1802098,ether,Western,jeans,Women,ether women black skinny fit low rise clean look jeans,,1499,55% OFF,"26, 28, 30, 32, 34, 36",3.8,939
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-checked-grey-shirt-dress/10845288/buy,10845288,Tokyo Talkies,Western,dresses,Women,tokyo talkies women checked grey shirt dress,,2199,61% OFF,"S, M, L, XL",4.3,939
https://www.myntra.com/dresses/athena/athena-mauve-self-design-sheath-dress/13709578/buy,13709578,Athena,Western,dresses,Women,athena mauve self design sheath dress,,2699,30% OFF,"XS, S, M, L, XL, XXL",4.3,939
https://www.myntra.com/jeans/roadster/roadster-men-black-regular-fit-low-rise-mildly-distressed-stretchable-jeans/8903777/buy,8903777,Roadster,Bottom Wear,jeans,Men,roadster men black regular fit low rise mildly distressed stretchable jeans,,2699,,"28, 30, 32, 34, 36, 38, 40",3.4,938
https://www.myntra.com/trousers/highlander/highlander-men-brown-slim-fit-solid-chinos/5125962/buy,5125962,HIGHLANDER,Bottom Wear,trousers,Men,highlander men brown slim fit solid chinos,704,1499,53% OFF,"30, 32, 34, 36",4,938
https://www.myntra.com/sweatshirts/hm/hm-men-white-relaxed-fit-hoodie/15193768/buy,15193768,H&M,Topwear,sweatshirts,Men,hm men white relaxed fit hoodie,,1499,,"XS, S, M, L, XL, XXL",4.3,938
https://www.myntra.com/tshirts/roadster/roadster-men-navy--maroon-striped-henley-t-shirt/2388302/buy,2388302,Roadster,Topwear,tshirts,Men,roadster men navy  maroon striped henley t shirt,,899,,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,938
https://www.myntra.com/kurtas/sangria/sangria-women-blue--white-printed-straight-kurta/11173950/buy,11173950,Sangria,Indian Wear,kurtas,Women,sangria women blue  white printed straight kurta,549,1099,50% OFF,"XS, S, M, L, XL, XXL, 3XL",4.3,938
https://www.myntra.com/sarees/kalini/kalini-peach-coloured--blue-polycotton-baluchari-saree/14675114/buy,14675114,KALINI,Indian Wear,sarees,Women,kalini peach coloured  blue polycotton baluchari saree,639,1999,68% OFF,Onesize,4,938
https://www.myntra.com/shirts/harvard/harvard-blue-casual-denim-shirt/1718905/buy,1718905,Harvard,Western,shirts,Women,harvard blue casual denim shirt,,1599,55% OFF,"S, M, L, XL",4.2,938
